ID,LHS,LHS Type,RHS,Probability
1,A,preterminal,a,1.0
2,B,preterminal,b,1.0
3,C,preterminal,c,1.0
4,D,preterminal,d,1.0
5,E,preterminal,e,1.0
6,F,preterminal,f,1.0
7,G,preterminal,g,1.0
8,H,preterminal,h,1.0
9,I,preterminal,i,1.0
10,J,preterminal,j,1.0
11,K,preterminal,k,1.0
12,L,preterminal,l,1.0
13,M,preterminal,m,1.0
14,N,preterminal,n,1.0
15,O,preterminal,o,1.0
16,P,preterminal,p,1.0
17,Q,preterminal,q,1.0
18,R,preterminal,r,1.0
19,PT_S,preterminal,s,1.0
20,T,preterminal,t,1.0
21,U,preterminal,u,1.0
22,V,preterminal,v,1.0
23,W,preterminal,w,1.0
24,X,preterminal,x,1.0
25,Y,preterminal,y,1.0
26,Z,preterminal,z,1.0
27,F_ABCD,nonterminal,A B,0.705733
28,F_ABCD,nonterminal,C D,0.294267
29,F_EFGH,nonterminal,E F,0.701298
30,F_EFGH,nonterminal,G H,0.298702
31,F_EIOU,nonterminal,E I,0.699437
32,F_EIOU,nonterminal,O U,0.300563
33,F_IJKL,nonterminal,I J,0.720282
34,F_IJKL,nonterminal,K L,0.279718
35,F_MNOP,nonterminal,M N,0.719443
36,F_MNOP,nonterminal,O P,0.280557
37,F_QRST,nonterminal,Q R,0.702752
38,F_QRST,nonterminal,PT_S T,0.297248
39,F_UVWX,nonterminal,U V,0.700599
40,F_UVWX,nonterminal,W X,0.299401
41,F_AM,nonterminal,A M,1.0
42,F_YZ,nonterminal,Y Z,1.0
43,S,nonterminal,S NT2,0.052602
44,S,nonterminal,NT1 S,0.255439
45,S,nonterminal,NT5 S,0.209933
46,S,nonterminal,NT5 NT7,0.176515
47,S,nonterminal,NT5 NT11,0.02667
48,S,nonterminal,NT8 NT3,0.026857
49,S,nonterminal,NT8 NT5,0.057661
50,S,nonterminal,NT8 NT10,0.031642
51,S,nonterminal,NT8 NT12,0.049307
52,S,nonterminal,NT14 NT8,0.039161
53,S,nonterminal,NT15 S,0.022879
54,S,nonterminal,NT15 NT5,0.051335
55,NT1,nonterminal,F_ABCD F_QRST,0.508613
56,NT1,nonterminal,F_IJKL F_UVWX,0.306104
57,NT1,nonterminal,F_MNOP F_QRST,0.185283
58,NT2,nonterminal,NT4 NT3,0.081263
59,NT2,nonterminal,NT4 NT10,0.770793
60,NT2,nonterminal,NT4 NT11,0.025736
61,NT2,nonterminal,NT14 NT9,0.122208
62,NT3,nonterminal,F_IJKL F_UVWX,0.027681
63,NT3,nonterminal,F_IJKL F_YZ,0.057571
64,NT3,nonterminal,F_MNOP F_EIOU,0.052606
65,NT3,nonterminal,F_MNOP F_QRST,0.023647
66,NT3,nonterminal,F_AM F_QRST,0.155508
67,NT3,nonterminal,F_YZ F_QRST,0.402657
68,NT3,nonterminal,NT4 NT1,0.069056
69,NT3,nonterminal,NT4 NT3,0.044138
70,NT3,nonterminal,NT14 NT9,0.140928
71,NT3,nonterminal,NT15 NT9,0.026207
72,NT4,nonterminal,F_ABCD F_EIOU,0.5234
73,NT4,nonterminal,F_EFGH F_AM,0.086267
74,NT4,nonterminal,F_EFGH F_YZ,0.219
75,NT4,nonterminal,NT6 NT14,0.171332
76,NT5,nonterminal,NT4 NT10,0.436144
77,NT5,nonterminal,NT4 NT12,0.229464
78,NT5,nonterminal,NT8 NT7,0.241001
79,NT5,nonterminal,NT9 NT11,0.047636
80,NT5,nonterminal,NT13 NT9,0.023053
81,NT5,nonterminal,NT13 NT10,0.022703
82,NT6,nonterminal,F_ABCD F_EFGH,0.494239
83,NT6,nonterminal,F_EFGH F_IJKL,0.192851
84,NT6,nonterminal,F_IJKL F_MNOP,0.274016
85,NT6,nonterminal,F_UVWX F_AM,0.038894
86,NT7,nonterminal,F_ABCD F_EFGH,0.1616
87,NT7,nonterminal,F_EFGH F_IJKL,0.059299
88,NT7,nonterminal,F_EIOU F_UVWX,0.666833
89,NT7,nonterminal,F_IJKL F_MNOP,0.080615
90,NT7,nonterminal,NT6 NT3,0.031653
91,NT8,nonterminal,NT1 NT11,0.200207
92,NT8,nonterminal,NT4 NT1,0.229748
93,NT8,nonterminal,NT10 NT7,0.036744
94,NT8,nonterminal,NT12 NT6,0.157229
95,NT8,nonterminal,NT12 NT7,0.047151
96,NT8,nonterminal,NT14 NT4,0.296774
97,NT8,nonterminal,NT14 NT8,0.032148
98,NT9,nonterminal,F_ABCD F_QRST,0.109291
99,NT9,nonterminal,F_IJKL F_UVWX,0.072367
100,NT9,nonterminal,F_MNOP F_QRST,0.046216
101,NT9,nonterminal,NT6 NT4,0.021503
102,NT9,nonterminal,NT10 NT6,0.097238
103,NT9,nonterminal,NT12 NT6,0.100609
104,NT9,nonterminal,NT13 NT4,0.104291
105,NT9,nonterminal,NT14 NT4,0.448484
106,NT10,nonterminal,F_IJKL F_AM,0.028223
107,NT10,nonterminal,F_IJKL F_YZ,0.053242
108,NT10,nonterminal,F_MNOP F_EIOU,0.116983
109,NT10,nonterminal,F_AM F_QRST,0.183934
110,NT10,nonterminal,F_YZ F_QRST,0.617619
111,NT11,nonterminal,F_EIOU F_UVWX,0.029491
112,NT11,nonterminal,NT6 NT2,0.026247
113,NT11,nonterminal,NT14 NT9,0.944261
114,NT12,nonterminal,F_IJKL F_YZ,0.088939
115,NT12,nonterminal,F_MNOP F_EIOU,0.044314
116,NT12,nonterminal,F_AM F_QRST,0.330188
117,NT12,nonterminal,F_YZ F_QRST,0.536559
118,NT13,nonterminal,F_QRST F_UVWX,0.076743
119,NT13,nonterminal,F_UVWX F_YZ,0.732815
120,NT13,nonterminal,F_YZ F_EIOU,0.036422
121,NT13,nonterminal,NT6 NT6,0.028128
122,NT13,nonterminal,NT6 NT13,0.125892
123,NT14,nonterminal,F_QRST F_UVWX,0.638174
124,NT14,nonterminal,F_AM F_EIOU,0.111826
125,NT14,nonterminal,F_YZ F_EIOU,0.25
126,NT15,nonterminal,F_UVWX F_AM,0.220038
127,NT15,nonterminal,NT5 NT6,0.319995
128,NT15,nonterminal,NT6 NT13,0.088026
129,NT15,nonterminal,NT6 NT15,0.032257
130,NT15,nonterminal,NT13 NT8,0.11663
131,NT15,nonterminal,NT13 NT9,0.084908
132,NT15,nonterminal,NT14 NT4,0.025626
133,NT15,nonterminal,NT14 NT8,0.112519
