ID,LHS,LHS Type,RHS,Probability
1,A,preterminal,a,1.0
2,B,preterminal,b,1.0
3,C,preterminal,c,1.0
4,D,preterminal,d,1.0
5,E,preterminal,e,1.0
6,F,preterminal,f,1.0
7,G,preterminal,g,1.0
8,H,preterminal,h,1.0
9,I,preterminal,i,1.0
10,J,preterminal,j,1.0
11,K,preterminal,k,1.0
12,L,preterminal,l,1.0
13,M,preterminal,m,1.0
14,N,preterminal,n,1.0
15,O,preterminal,o,1.0
16,P,preterminal,p,1.0
17,Q,preterminal,q,1.0
18,R,preterminal,r,1.0
19,PT_S,preterminal,s,1.0
20,T,preterminal,t,1.0
21,U,preterminal,u,1.0
22,V,preterminal,v,1.0
23,W,preterminal,w,1.0
24,X,preterminal,x,1.0
25,Y,preterminal,y,1.0
26,Z,preterminal,z,1.0
27,F_ABCD,nonterminal,A B,0.705733
28,F_ABCD,nonterminal,C D,0.294267
29,F_EFGH,nonterminal,E F,0.701298
30,F_EFGH,nonterminal,G H,0.298702
31,F_EIOU,nonterminal,E I,0.699437
32,F_EIOU,nonterminal,O U,0.300563
33,F_IJKL,nonterminal,I J,0.720282
34,F_IJKL,nonterminal,K L,0.279718
35,F_MNOP,nonterminal,M N,0.719443
36,F_MNOP,nonterminal,O P,0.280557
37,F_QRST,nonterminal,Q R,0.702752
38,F_QRST,nonterminal,PT_S T,0.297248
39,F_UVWX,nonterminal,U V,0.700599
40,F_UVWX,nonterminal,W X,0.299401
41,F_AM,nonterminal,A M,1.0
42,F_YZ,nonterminal,Y Z,1.0
43,S,nonterminal,S NT4,0.148279
44,S,nonterminal,NT1 S,0.282811
45,S,nonterminal,NT2 S,0.22047
46,S,nonterminal,NT2 NT4,0.224905
47,S,nonterminal,NT3 NT4,0.050315
48,S,nonterminal,NT5 NT3,0.07322
49,NT1,nonterminal,F_ABCD F_QRST,0.308427
50,NT1,nonterminal,F_IJKL F_UVWX,0.192532
51,NT1,nonterminal,F_MNOP F_QRST,0.122031
52,NT1,nonterminal,F_QRST F_UVWX,0.197524
53,NT1,nonterminal,F_UVWX F_YZ,0.037807
54,NT1,nonterminal,F_AM F_EIOU,0.052921
55,NT1,nonterminal,F_YZ F_EIOU,0.088757
56,NT2,nonterminal,F_ABCD F_EFGH,0.096919
57,NT2,nonterminal,F_EFGH F_IJKL,0.046763
58,NT2,nonterminal,F_IJKL F_MNOP,0.036243
59,NT2,nonterminal,F_QRST F_UVWX,0.04462
60,NT2,nonterminal,F_YZ F_EIOU,0.022609
61,NT2,nonterminal,NT1 NT2,0.060246
62,NT2,nonterminal,NT1 NT5,0.04283
63,NT2,nonterminal,NT2 NT1,0.070093
64,NT2,nonterminal,NT2 NT2,0.024198
65,NT2,nonterminal,NT2 NT5,0.029362
66,NT2,nonterminal,NT5 NT1,0.023385
67,NT2,nonterminal,NT5 NT3,0.465747
68,NT2,nonterminal,NT5 NT4,0.036987
69,NT3,nonterminal,F_EIOU F_UVWX,0.039361
70,NT3,nonterminal,F_IJKL F_YZ,0.052938
71,NT3,nonterminal,F_MNOP F_EIOU,0.067404
72,NT3,nonterminal,F_AM F_QRST,0.183202
73,NT3,nonterminal,F_YZ F_QRST,0.445806
74,NT3,nonterminal,NT1 NT4,0.032132
75,NT3,nonterminal,NT1 NT5,0.042291
76,NT3,nonterminal,NT5 NT1,0.063782
77,NT3,nonterminal,NT5 NT3,0.05138
78,NT3,nonterminal,NT5 NT5,0.021704
79,NT4,nonterminal,F_ABCD F_EFGH,0.136646
80,NT4,nonterminal,F_EIOU F_UVWX,0.313009
81,NT4,nonterminal,F_IJKL F_MNOP,0.07657
82,NT4,nonterminal,NT2 NT2,0.05477
83,NT4,nonterminal,NT5 NT1,0.052535
84,NT4,nonterminal,NT5 NT3,0.36647
85,NT5,nonterminal,F_ABCD F_EFGH,0.04544
86,NT5,nonterminal,F_ABCD F_EIOU,0.330665
87,NT5,nonterminal,F_EFGH F_AM,0.052344
88,NT5,nonterminal,F_EFGH F_YZ,0.137204
89,NT5,nonterminal,F_IJKL F_MNOP,0.025258
90,NT5,nonterminal,F_QRST F_UVWX,0.182721
91,NT5,nonterminal,F_UVWX F_AM,0.023298
92,NT5,nonterminal,F_UVWX F_YZ,0.046508
93,NT5,nonterminal,F_AM F_EIOU,0.021719
94,NT5,nonterminal,F_YZ F_EIOU,0.060524
95,NT5,nonterminal,NT1 NT5,0.050873
96,NT5,nonterminal,NT5 NT1,0.023446
